mata_pelajaran,jam_belajar,nilai_ujian_sebelumnya,jam_tidur,tingkat_ekonomi,tingkat_motivasi,pertemanan,nilai_ujian_rendah_flag,nilai_akhir
IPA,2.5595286015485588,87.05741854087516,6.367668975947488,5,5,1,0,95.57778342156111
IPA,8.282063668200054,91.26984224151848,5.0160286387513136,5,3,1,0,97.91868076909599
IPS,5.760518852151845,45.86988912858214,6.494067511202699,3,4,2,0,54.69529116485757
Matematika,1.4526022338427556,81.46945541979579,5.813424758744906,3,1,1,0,84.71480046789506
Seni,4.988205801339782,94.52217886237636,8.800479393498486,4,2,3,0,98.54955501975438
Agama,5.813440399304229,73.1447349874153,6.949821328822582,4,2,4,0,80.24529367776145
Matematika,2.7741358501539026,80.32325578581013,7.721911530085906,3,5,3,0,88.27634641328265
Agama,6.0672605580268755,73.3745476291834,7.731581922620271,1,5,5,0,82.12790533960231
Matematika,8.36185124601733,84.69137115892885,6.040181868028492,4,4,1,0,93.47085950363729
IPS,3.7112618789009417,75.75235096442873,7.108351211328474,1,5,1,0,83.50540050840756
Seni,5.856877391739888,39.66441449454868,8.501804934630016,5,2,3,0,43.30432245139566
Seni,5.417197197984394,68.18196898937606,6.886025107711342,2,1,2,0,72.33933420421809
Bahasa,6.936579999624763,67.21281680433151,6.601391366423697,1,1,3,0,70.87058403923963
Agama,4.7823161907517155,80.70676456962654,8.035480819221437,4,5,4,0,91.52102347509387
Matematika,2.866566747276262,87.65269514147414,5.049719477395134,3,5,2,0,94.23586137270038
Matematika,6.808364493949413,66.58494777998658,4.0,3,2,1,0,70.199015745508
IPA,2.985478818559713,51.626857201917076,7.432038958854253,2,3,1,0,58.30110639793498
Bahasa,8.61772275578589,74.59323519672026,8.536557723528396,2,1,2,0,78.33526490254943
IPA,6.121538698030334,58.360777258378036,9.702696401250014,5,5,2,0,62.98050997275384
IPA,3.8022145267692693,60.9090844760701,7.294424571792625,1,4,2,0,67.4044197098947
IPA,7.217303225012516,100.0,8.236332963129755,2,5,1,0,100.0
Agama,4.981621931938228,59.83411743631984,8.977163905510356,5,5,1,0,66.47078664478073
Agama,4.557188878011954,46.52687810707721,7.0471086481011875,5,1,1,0,52.59348846211913
IPS,3.6382612478044702,79.05359647312744,6.038119812368446,5,5,1,0,86.89961706786194
IPS,1.2436420009363252,80.60575242887023,5.883786543202561,4,4,1,0,85.37394196974188
IPA,6.208785140733655,83.17881239844056,6.558013447059652,2,4,3,0,91.25970512638554
Bahasa,1.7437464763647856,82.59777188689151,9.174085101136042,3,4,3,0,85.16167878166604
Matematika,3.4134113362972434,72.18409551778127,8.398376739096204,5,2,3,0,77.8460425129898
Agama,5.865689107700554,72.34165797572754,6.672101038755367,3,4,2,0,79.76166838194894
Bahasa,3.998647197008971,84.09339794384228,8.868377488908633,4,1,1,0,85.81989404272369
Seni,5.314303741581897,94.1289177071026,7.679164850314833,1,3,3,0,99.40786163191285
Agama,2.5726093721006937,51.08910279850956,6.674330233940405,4,5,2,0,58.19834107486429
Agama,4.303081253724197,60.87561931043169,7.265558504865898,4,5,4,0,70.1124983489263
IPS,5.326771409916376,79.41898620087919,7.6038630901679545,2,5,5,0,87.47013066717193
Matematika,3.097054968128557,73.82329598504656,7.205109067141774,5,4,4,0,81.44690942948175
Matematika,8.372726955483841,43.14148083453637,9.61153550334432,4,4,4,0,49.620196980725595
Seni,3.725152174238545,61.400986231477745,6.77534921334357,5,4,5,0,72.25894067818392
Seni,7.756833576031811,74.54026278686283,4.926393488462988,3,3,2,0,78.40720740100399
Agama,4.664388910507067,70.18893168895416,7.468832418947471,1,3,5,0,76.08234349585777
IPA,1.8630488678372923,64.61587082040572,6.562812703663838,1,3,2,0,68.5069281881403
IPS,2.7261983828086946,100.0,4.986038378459934,3,3,4,0,100.0
IPS,5.35215857786276,69.62662961561699,7.9965772815246705,2,3,5,0,76.08855133132968
Agama,7.065551505116847,73.4657349790416,4.0,3,5,4,0,79.33290978979105
Bahasa,8.539554265250725,71.99447344063964,7.432732984602893,3,5,5,0,82.22093108731994
IPA,5.256437457186589,73.17500093421229,4.0,2,3,5,0,73.67904636472484
Agama,2.6455125050108372,70.56589689729314,7.007735278086787,2,5,1,0,77.25537718520921
IPA,5.556970161089491,38.7645131491887,7.830233546163413,4,3,3,0,45.09765031375448
IPA,3.349570653279694,55.14692751016446,8.098179109950838,5,3,3,0,60.55788577667302
IPA,5.784383242389104,65.27714025640205,8.212709963532937,1,3,4,0,69.35983991879381
Agama,3.1170508951889007,82.19079491744935,5.418011929148595,2,5,4,0,87.76063230764952
IPS,0.8208595256603752,65.51092299728752,7.284631942862716,2,2,4,0,69.89323755690548
IPS,7.633711319239797,57.52935657690308,5.948407675747248,4,2,1,0,64.36790626256332
IPA,4.547166537309477,84.16484473183246,5.8618814892143725,4,2,1,0,87.64743482172659
Bahasa,5.0993206676331635,90.26639884424043,6.834709688286282,5,1,4,0,97.2595242338533
Matematika,6.993402748479043,47.00909314350206,6.368655123537736,2,2,1,0,53.528231486170064
Agama,8.757693418662909,71.45390279445449,5.445635860450233,2,2,5,0,75.51568959598187
Matematika,6.440161304297914,29.947471548073658,7.482885277332032,4,2,5,1,10.539003558822213
Bahasa,5.206003232407222,65.32869877741385,7.822786091420127,3,4,5,0,71.95857674343013
Agama,5.92574575222648,98.26651343831988,5.708243904737843,5,3,3,0,100.0
IPA,4.410433913426726,71.37919605039615,6.723429476621677,2,5,5,0,82.3501572119439
IPS,5.072228756979279,49.283826959223305,6.749153584096743,1,4,3,0,56.03914990443495
Matematika,5.289727275718368,49.65321149022952,6.773393148348711,1,3,5,0,58.16406125651061
Seni,3.4267494863937333,56.01045972009114,6.914928351082356,4,2,4,0,63.759166641590724
Seni,5.042347173755753,59.92485602008009,7.432880783964285,1,2,3,0,65.04779435075653
Bahasa,5.73420370500786,41.6082958346286,8.75176052954087,4,4,1,0,46.873698943893125
IPA,6.0340337951511,74.9389212673308,7.195245138227426,3,5,3,0,84.44404723210236
Matematika,5.87464756485863,78.15805988467008,6.234929308390107,4,4,2,0,87.86215122367237
IPA,2.321949563851252,64.74688160665865,6.981945858856078,2,4,3,0,71.03170994680717
Matematika,7.4585178851993135,100.0,5.40542643332284,1,3,5,0,100.0
Bahasa,7.292562454907632,63.55788909756573,5.654245218034534,2,1,5,0,67.22591633226884
Bahasa,4.807703183562422,88.04197679339488,7.648628169463887,1,5,5,0,94.54056611467068
Seni,5.911017390210868,49.184470769633585,4.0,1,5,1,0,51.10626968566138
IPA,4.566892465782984,74.49918050875269,6.674861724935638,4,4,4,0,84.85967608566456
Agama,6.503915325622932,76.75075956259985,8.392076691088256,5,4,3,0,85.88470380377055
Seni,3.371456307733261,59.34107360674163,7.6059876802356285,1,2,1,0,62.125513491811
IPA,7.68492119058185,72.50833402109947,8.290829804794743,1,4,2,0,81.59772192558101
Seni,6.4044152236359135,59.1885392696754,7.503870672153638,5,3,3,0,69.20221095512169
Agama,6.450867583137781,65.321271165511,9.98810168225441,2,2,5,0,66.37719115761274
IPS,4.789894247148365,65.75637956729132,5.1536238867611806,1,1,1,0,65.99581753549847
IPS,2.1747629901346137,48.918658410196095,7.173375637263056,4,3,1,0,54.69783257850922
IPS,6.76786940024154,77.84334457671363,8.091170242790731,5,5,3,0,86.7727898542568
IPS,2.240877330194899,78.87974724286263,6.367130184845259,5,5,1,0,87.10371047351533
Matematika,6.791945320449091,64.39966454168766,8.76805192251496,1,3,1,0,68.37990542761281
IPS,3.4557455663355534,73.63054060666829,7.906854864295141,2,4,1,0,79.37444662422267
Agama,1.8259026919387922,56.20352576736953,4.7622977792116705,2,4,3,0,59.09625448462203
Bahasa,5.0019994074270615,51.21518806552363,7.543189664890549,3,4,5,0,59.95840389585782
Bahasa,7.365601101076813,64.00097088554541,7.912218338608466,3,5,1,0,71.75856490105257
Matematika,3.0687925031626264,80.36530705484812,9.448957678046865,4,3,1,0,82.14392571988095
IPS,8.198069248789652,68.86856745832613,6.730877661933974,1,4,4,0,78.10791437670652
IPS,6.31348108766135,63.42262468123838,7.838427474208726,2,2,2,0,68.3068924190493
IPS,5.313519044731753,75.0348257439619,7.3864763288446005,3,5,4,0,85.32991183083762
Seni,4.128751487521775,56.26201732396627,6.156680284522023,1,3,5,0,61.629314683693224
IPA,4.268205296410379,51.606103702321036,6.476220495299385,1,3,4,0,58.878902614147364
Seni,5.86033445750178,64.70916657580673,4.0,2,3,3,0,66.3779607269089
IPA,6.692081717038122,57.24923731475482,6.290888187245667,1,3,4,0,65.41570815114493
IPS,3.8130075646958232,52.156775100304614,9.356700673129799,5,1,3,0,53.57044313084826
IPS,3.386973345430464,83.55917570000476,6.741253662387858,3,2,4,0,89.69643795099716
Seni,4.5723463631562655,100.0,8.266829725995066,4,1,4,0,100.0
Seni,7.787257351714689,46.68081440274918,7.341729500646339,3,4,2,0,54.55216039843052
IPA,2.566223319327065,63.761593759538265,7.636656961912487,1,1,3,0,64.71446995712475
Bahasa,7.284955289485543,72.61692083127964,9.99150443932729,5,1,5,0,75.51034706624526
IPA,5.0845596631862655,44.190923021279104,6.387235601695411,3,5,1,0,51.12746504001725
Seni,1.6945217136827706,66.65860896672838,6.376849685835177,2,3,5,0,72.27214941715918
Agama,4.076735196868635,67.7483993571297,8.630952561692808,5,1,4,0,72.77994422842706
Seni,6.219336145880545,77.19941351289471,6.879234734280388,3,3,5,0,85.2143387233222
Agama,8.603627890081523,58.40902876054328,6.591103802772407,1,2,4,0,65.2806124960321
Matematika,2.3452545532368645,61.532252955248694,8.430634153439815,2,1,4,0,60.67254563805531
Seni,0.0,84.57206203332642,7.387836570021945,1,5,1,0,87.57959657078914
Matematika,2.380894369084127,76.29135433261912,6.7731027824733445,1,5,2,0,83.69636671540593
Bahasa,7.260831015733012,80.91960457987318,6.487462962921019,2,4,2,0,89.14585413671449
IPA,1.4125165858631599,43.68882172106137,5.7353944167837305,5,1,1,0,44.85299196789734
Agama,7.994507781758774,59.975075528976106,4.677944344418977,3,2,5,0,61.605915313700784
IPA,7.42961789552384,92.74397053360678,8.667235018831118,5,3,3,0,99.0729695403516
Matematika,5.382072484125516,68.74089474707098,6.363682127474282,2,1,1,0,72.58704306383272
Agama,3.747269379305944,68.11412187176494,4.444552915762421,3,4,4,0,72.86806912238094
IPA,5.110521251634286,68.76620253891875,9.674906665399249,2,5,2,0,72.24095556396968
Seni,6.222174704280204,93.54991526109933,7.130007690062514,4,1,2,0,100.0
IPS,5.916952929450598,58.806817230199705,7.033528768259496,4,4,5,0,68.74530213359529
Matematika,8.47931874654021,80.07193726184202,4.6189509704535165,5,2,3,0,83.77253607407987
IPA,4.4797951003470065,73.9590708908131,7.871612161227316,2,3,1,0,80.40744613860731
Matematika,2.3983140527540043,49.506859290984025,6.203337148192631,3,2,4,0,55.22333667555139
Matematika,2.04543858573575,65.52079780788542,6.2067357005879416,5,2,4,0,72.0239038320942
Agama,1.645417463881699,57.49313405420835,7.620714270861492,4,3,3,0,64.76396030001227
Agama,5.392557845071211,50.901290666620696,7.1811163556911755,4,1,5,0,58.36941510156052
IPS,4.531262598555086,87.94619783965692,5.5418039539929325,4,3,3,0,92.51252516557531
Seni,5.065309205788544,51.70070973374778,4.863549871795302,5,4,5,0,56.05452086483129
Matematika,3.9258809183876338,81.23956339106573,7.248035417517827,3,2,5,0,87.57449041074996
IPA,2.7796662825546457,57.07577902930793,7.11789209199528,4,3,1,0,62.559623824353096
Bahasa,6.2286717692549045,90.36120387665801,10.0,5,5,1,0,95.1156043665756
Matematika,0.07387220030749653,63.70280663335798,4.0,5,3,4,0,62.29044650992109
Matematika,3.3968088644925274,75.03486362316772,7.220846016753057,1,3,2,0,78.69775020391442
IPS,6.572980319936782,61.50578852229125,4.565430831681873,1,4,5,0,66.34391447374473
Seni,3.1983231465939266,37.49464242827205,6.3778658937342625,3,2,4,0,42.88070052866436
Bahasa,5.783350839596993,44.986883999676245,6.358525767047075,4,4,2,0,52.72353724777539
Agama,3.3994818089270704,41.5290841812839,7.813005043557765,1,4,4,0,45.730385936371846
Agama,4.088310252339426,73.80736700701027,7.854953517651076,3,5,5,0,82.30173905917489
IPA,6.149841031609596,69.5700645419468,9.047196809464648,1,4,2,0,73.16910976224071
Bahasa,2.4443033658737345,78.92019650715486,7.369842073862866,4,4,3,0,85.75627154686457
Agama,6.490556660152691,59.812179293067715,8.477848153051625,5,5,1,0,69.06854487445294
IPA,5.091840984895533,37.43054051697497,9.063532887402946,4,1,1,0,40.56313739761336
Seni,7.51287773475806,89.52879142672026,7.387066619346291,1,4,2,0,98.08861684577789
IPA,5.416299943293479,84.849415820533,8.761762382516281,4,3,2,0,90.00654820014526
Agama,2.8610267590413048,75.60861978196968,7.319514855222143,5,4,5,0,85.75795621956678
IPS,8.455988843882473,86.66311907309623,6.989599483695531,2,2,2,0,94.361800150202
IPS,3.028114110395685,68.47613259921084,6.03357036035186,5,3,1,0,73.25466655284916
IPS,4.545687831732115,73.97765429925673,7.573065828246427,1,3,5,0,80.12988338467366
Agama,6.914817853923546,59.44548446417808,7.514382172516507,5,1,4,0,67.41072349207933
IPS,1.2401444506327235,53.93952575823661,7.534393845717095,3,2,1,0,57.54645533537586
Bahasa,7.879337960227746,46.3497809222121,8.710240285144762,4,2,3,0,49.542429955155455
Seni,2.6982314153473728,58.708583389329846,8.360683271189128,2,2,5,0,62.91226229145929
IPA,4.090001160324856,100.0,4.788230874211489,2,4,3,0,100.0
IPA,5.577715808395352,47.19589943773717,4.816784916207592,4,4,2,0,52.570269762403726
Agama,4.916588287829199,55.93509129627202,7.185115324969966,4,3,4,0,65.0809301163439
IPS,6.578352116900907,71.6959304356545,5.535671235013391,3,1,2,0,74.96026058050953
IPS,1.798384858057899,100.0,6.8562422960874025,5,4,1,0,100.0
Matematika,6.454902707545434,54.25467621593825,5.633058071738014,2,4,4,0,61.78747514315874
Seni,6.61448477554706,60.57055098978378,7.1448255239701925,1,1,1,0,65.96866337948804
Bahasa,7.058451658491785,80.07257413759173,5.471936829706643,4,2,4,0,84.84537922690491
IPA,1.8206784560671792,79.22410272565092,7.602705740856275,4,3,3,0,84.57403356571349
Matematika,2.0621295323419555,59.58217693302736,5.3952811830576595,2,4,1,0,62.148681356713205
Matematika,4.315248700682977,57.490277706099995,7.203731006891669,4,1,1,0,62.36633618551077
Agama,2.278348437394598,76.7185080107123,4.469726780512405,2,1,2,0,76.67931408023583
IPA,1.3920642011709927,65.44277803146858,5.3044317341813265,1,2,5,0,67.78363218691328
Agama,4.229071885557669,74.31238540343223,8.05871694102447,1,5,1,0,80.95140746526677
Bahasa,5.468182722915529,67.45985798437454,8.923088615997402,2,5,4,0,72.26110699933128
Matematika,10.0,75.26995861641402,8.367084476672312,4,5,2,0,84.70367415244077
Matematika,6.0973503080913805,76.82222949079718,8.136750877147898,3,5,5,0,83.0423053892556
Seni,8.504539999799638,40.7833733721301,9.222384338454757,3,4,1,0,46.443817487424106
Bahasa,4.911697827252846,63.05473296874062,8.448391520902593,5,1,3,0,66.73035367481643
Matematika,6.119131985734587,75.00546321751963,4.703769252761032,3,3,2,0,78.25564535326536
Bahasa,4.707724608934451,82.15868035481353,8.429966009935372,4,4,3,0,89.73104128709763
IPA,10.0,65.02029445301065,8.406258702736965,3,5,4,0,74.26171369346302
IPS,3.628818272941884,42.33174893092896,4.1904413346721325,5,3,2,0,45.08454101097879
Matematika,3.900051399733618,88.73673738121519,5.990083560809399,1,3,2,0,94.23229034602218
Seni,6.5930813753124085,82.8347722126761,9.368534712860288,2,5,2,0,88.14417479983277
IPA,5.414945807278652,71.58198532360667,6.80566155736252,3,3,5,0,80.96671493018447
Bahasa,4.151675993045768,63.03230851504286,5.288848257437582,2,4,5,0,68.8797193190023
Agama,6.9207542974763125,79.00470687366561,8.29538203993246,2,2,1,0,82.54998454980749
IPA,4.917705670537756,63.17572821103789,6.586681592680418,1,4,3,0,70.57225230464302
Matematika,4.903606545105223,83.14014925587458,6.42052128454609,5,4,1,0,92.97526725760352
Bahasa,5.461164615057782,96.95133462001115,8.310523128481677,4,2,3,0,100.0
IPS,1.5317586209753231,62.685552729785925,7.605680974788413,4,5,1,0,69.28318978959365
IPA,1.8134920164211277,81.70662397200329,6.822898948979767,4,5,2,0,89.96149890202227
Matematika,7.173791225173616,60.172810377736845,7.496420411205412,5,2,2,0,71.36825425738266
Seni,3.646076658164991,85.41034419326407,6.737697823934027,5,4,3,0,93.55944938260862
Agama,4.73409730358061,66.30211341993692,8.370857682436869,5,1,2,0,69.75611907540052
Bahasa,8.224877272245854,91.71743998256474,4.874115286988319,3,3,1,0,96.24859889861817
IPA,4.82426508814083,65.83499739044832,6.711225610903231,2,3,5,0,72.67965124283052
IPA,4.579822371785678,56.53425700752636,6.379730752542093,5,3,4,0,64.25789506661418
IPS,6.792155178990579,64.98477901324696,7.458432847946792,5,1,1,0,69.7951738483863
IPS,3.8034701668942805,66.65407842255799,5.309969544767776,3,4,3,0,70.83349654412409
Seni,7.405858458564079,73.54520054463494,9.249767816087545,2,5,2,0,78.53247330961351
Agama,6.75111583887296,65.06693470073945,5.887303052722065,4,2,4,0,70.28696240747506
Seni,8.660666390616674,73.6822983672827,8.588166605288507,1,3,4,0,80.30861720148364
Matematika,3.619313913445602,73.9468210321181,7.907769505273326,5,1,2,0,78.95794999632567
Matematika,7.733949292404827,63.58843027549209,7.322104140560717,5,2,1,0,72.25398890990832
Seni,6.108184214007853,74.92606239460632,7.369639939446894,1,4,2,0,82.06645514165373
Agama,2.3492672326499564,61.206381065954616,4.21501800424422,5,1,5,0,61.09692744549035
Seni,0.0,99.9972110052133,6.2437501445693755,5,1,3,0,100.0
Agama,3.403946235809341,74.48685084004512,10.0,5,2,2,0,74.8537740160475
Agama,5.584695614691506,79.18487311298334,7.319616320271083,1,2,1,0,82.83554548063726
Bahasa,5.874695865215615,67.0698429350556,7.616128710841916,3,3,5,0,76.44400763479725
Agama,4.88183786942987,59.19105683200855,4.122757198181828,3,4,5,0,60.90268797713475
IPS,4.899741268153934,82.54000587334167,6.634978196724986,1,2,1,0,88.42150883516159
Agama,4.74801299979962,74.94829486179688,6.464976269220903,3,3,3,0,80.67332303511888
Agama,7.062434267476714,30.800971912449725,5.889188474730861,4,3,4,0,37.8284213901066
Agama,2.1274206034338565,98.88473013811083,7.861730210619975,4,2,5,0,100.0
Matematika,5.536579715068557,81.0673768517988,6.3595860740924905,1,1,1,0,85.78581783478442
IPS,3.354497448273917,64.2840611375016,5.912965965462468,2,1,5,0,66.92449964464474
IPS,3.1869178698851313,79.08448637657052,4.794565419808435,5,1,4,0,80.35883644977739
Seni,7.3524611278136724,76.32465862324067,5.341262438694556,2,3,1,0,83.12086676656259
Bahasa,3.0334738461601147,77.4292572456456,5.52505309093022,5,1,5,0,81.88604298631294
Agama,4.720963532200277,56.94203701239033,6.48637395267439,3,4,1,0,65.27517599390414
IPA,8.91699680375799,71.06733413320707,6.257741867328814,3,1,1,0,78.9027127947616
Bahasa,6.676153936163349,74.53109342158605,6.059818121088138,4,1,4,0,80.64242747020049
Bahasa,4.090059374079244,88.47864273346663,4.474329070296129,2,3,1,0,90.32337331332913
IPS,4.255253883188238,71.53908973566554,5.491562722456711,1,5,3,0,77.27869272905727
Bahasa,2.545594202683414,76.46790069096967,7.191700616805824,5,4,5,0,86.69061121040404
Agama,7.601290484532104,56.34589416267932,9.188622771611042,3,3,2,0,60.46998210738754
Agama,7.022703615842135,71.00922989587491,9.400966999732967,5,4,3,0,76.42192289722479
Matematika,6.3732045477395625,83.00607374720111,9.999618182742527,1,4,3,0,86.4556431492915
Agama,6.593665889618277,59.73727409448033,7.394965706697516,5,1,1,0,66.07976981105966
Agama,3.4509507812051528,64.17860724578256,6.91679132108996,4,4,3,0,72.61904185593382
IPS,1.9041751145282988,55.54125001591156,7.951222635656416,1,1,3,0,56.141315786466194
Agama,6.121080850607618,49.668753314627864,6.462779009320238,1,4,3,0,55.312011998250014
Matematika,6.777115747242789,57.08879015197759,8.20413566311889,5,5,1,0,64.25215736867135
IPA,8.214093366253925,78.43483194456466,6.758812051233051,5,4,3,0,90.37582835813056
IPS,4.598219587453142,66.30835607098486,7.415276075758664,3,2,2,0,70.61536238172086
IPA,4.306497442839362,57.13855726960304,5.906220290123787,5,1,3,0,62.47366776397586
IPS,4.521479590661088,100.0,8.44681555710426,1,5,1,0,100.0
Seni,6.341487650865776,59.47335780239312,5.522406253276741,5,1,1,0,64.67738235131222
Bahasa,4.435821434649507,79.36861752499557,6.045806986467419,3,5,4,0,87.76638138315298
Seni,4.8955218264733205,74.99458700622444,6.495812716023612,2,1,4,0,79.95805088883485
Agama,6.662105782477908,73.72269331931032,5.745272183794087,4,2,2,0,77.99691205686376
IPA,3.748327689532528,42.53684210316713,7.84967749172122,1,2,5,0,47.61759901898132
Agama,7.782307970843527,89.05228092621546,7.19485386941553,3,5,4,0,100.0
Bahasa,6.2661780146531525,74.79219824921881,5.535830339867207,4,3,3,0,79.51146536597177
IPS,1.284758741319369,83.7844724270143,6.217971421350239,5,1,1,0,86.98818219735358
Bahasa,3.96929160694327,87.08017643756799,7.210120771323724,5,3,4,0,95.19507006946111
Matematika,0.9513130035877824,95.70505338767089,7.312335633863687,2,4,1,0,100.0
Bahasa,4.606641203426399,55.02473047579662,5.56766240408464,5,2,3,0,59.75932065384566
Matematika,4.003377791758929,59.218474537433835,7.0245484197587835,4,1,1,0,66.20629323767739
Bahasa,6.669709518400378,61.26966204941417,7.934822443832658,3,2,1,0,66.78069684535083
Matematika,3.237963302089332,57.005706864185406,6.545023981948796,2,4,4,0,64.81621907021622
IPA,5.77547000386898,89.82517801449849,5.4614138558618865,4,5,1,0,98.00330221837065
Agama,6.137695218936868,54.95202302645384,8.998333932627423,3,1,3,0,57.56118856216816
Agama,5.514389704456028,64.31120266103888,7.9430755417165315,4,1,2,0,68.27698685852361
Seni,7.280247163545058,45.52754566229309,6.376959285823118,5,1,1,0,51.60964168936107
Agama,9.136577701683752,80.98054042499923,7.143072741439037,4,5,1,0,93.39796234412621
IPS,5.223883885398135,68.085438703114,6.466735816796202,2,2,3,0,74.8919030473296
Bahasa,5.8103590337807365,83.2496636428162,5.515421480569135,4,5,5,0,91.48518384472659
Seni,3.239446092335779,80.5150190157848,8.024391494633786,1,2,3,0,84.52164459618416
IPS,2.960953171953515,45.37837506355694,9.498949485145786,5,1,4,0,45.793078223683025
IPS,7.067659300665456,72.77387929973656,8.3586512864883,4,5,4,0,80.05635045747272
Matematika,6.803051012206716,53.63925123197294,7.368920136396372,3,4,2,0,62.43531908827898
Agama,2.9407602516574736,72.11692526795133,6.524885120239666,5,5,1,0,79.07405419115074
IPA,2.3835589149810548,61.208808903664256,4.0,3,2,2,0,61.45962563411288
IPA,3.7025263906388206,97.50412987641876,9.354523682433253,2,1,2,0,97.99204468164888
Seni,4.717244061131779,100.0,6.000321772850186,1,2,1,0,100.0
IPA,4.181747183033512,66.32828579913078,8.250279903397196,4,3,1,0,71.90982725176568
Bahasa,5.321029736664506,71.48437891245729,8.412071141122064,5,1,3,0,77.2711860984944
IPA,6.8341250247452106,35.72383206350873,8.369685126580823,4,4,2,0,45.38718402467494
Seni,5.924208757509876,45.335630707244874,4.901638505576887,4,4,2,0,49.91836987554516
IPA,6.072241995368247,75.79301949912485,8.474493480264504,5,3,4,0,81.70747351081705
Bahasa,0.09692721118224501,69.51451243582187,6.2875856587397925,1,2,2,0,71.44980795222766
Matematika,1.772193959761835,76.31933532697903,6.865812926129017,1,4,3,0,81.58437954100972
Seni,3.4070863847078847,58.029600399332836,6.820433561764311,2,2,5,0,63.69426884060669
Matematika,3.737212703680987,74.5399596693754,6.075973420867109,5,1,2,0,76.86333224826463
Matematika,6.679655669878467,32.057505580382895,6.552211936586446,5,5,3,0,42.879193048032924
Matematika,3.242197137063737,60.86172115526384,7.211267665478544,3,1,3,0,64.91573797568942
IPS,6.3338553227147365,76.99841452370973,5.589606073430006,3,2,5,0,82.1427185865727
Agama,3.429788522387404,95.4485142412605,4.55030708469072,3,3,3,0,98.27786766032585
IPS,2.5982314252143692,68.24535615023395,8.340507038490253,1,1,4,0,70.03565207547504
Agama,2.691100681912417,78.84741798901923,7.433328893419212,2,4,5,0,86.24023806553215
Matematika,9.516532986578444,59.959510185554414,4.20526042514644,2,1,4,0,61.734017207676686
Seni,3.3852700629800117,76.65379663397414,7.609526644667352,4,1,2,0,81.21077323800068
Agama,6.381974417720682,62.5913279329468,6.727217203940213,2,1,2,0,67.70448639149961
Bahasa,1.883603140499599,99.32051573811697,5.046700927532653,3,3,3,0,100.0
Bahasa,7.83785800835747,65.06697762450682,6.181775563922113,5,2,3,0,73.44751761316377
IPA,5.698082290127426,67.45227061861219,7.553897976301664,4,3,5,0,76.23058288652544
Agama,5.547957737585774,81.61232136558769,5.511107395892624,1,4,2,0,86.9960458165907
Seni,5.827654646286637,77.53668241755324,5.473915417968692,2,2,1,0,80.26232520349025
IPS,6.047999448890701,64.51848824306357,6.1499850804287135,5,4,3,0,72.6817083714836
Matematika,6.61813451768976,76.14737999404116,5.583101736304741,3,2,5,0,80.52226062368415
IPA,3.801805163581944,54.17832739357266,5.3466104790038536,1,2,3,0,57.06078513221423
Bahasa,3.6848234124557555,73.39483806410239,5.321000648920862,1,1,5,0,75.51323678042742
IPS,5.098447756096135,78.23912538457401,7.649438369635519,2,1,2,0,82.82427964916236
IPS,6.368855520836618,63.659902808676094,5.639586133680936,5,3,3,0,68.79445958589365
Matematika,4.866689047555021,64.45118652075753,8.623171134048775,3,2,3,0,68.06564054353889
Agama,6.547803591598207,60.557320139687334,10.0,3,4,1,0,62.11559017587127
Bahasa,6.235673565403834,48.46181638759785,6.755761487599433,3,1,2,0,53.032397663974876
Seni,4.566033477167947,76.22814589006397,10.0,3,4,5,0,80.95187368006935
IPS,1.5056400604383011,62.87203824750254,7.8135004238373655,2,1,1,0,63.300654855646165
Matematika,3.9929441092921776,78.34657329040157,7.243287771959453,2,2,5,0,83.84580491190412
Seni,8.48559446761935,67.26369803852307,6.906871610472996,5,4,3,0,78.27594049802332
Agama,5.680119301411399,79.22193560517763,4.066885721819302,4,3,4,0,81.50087032537643
Bahasa,3.720899737459815,44.29628012126511,6.324477612171481,2,3,3,0,48.72344574626762
Agama,5.5013031552157985,52.80941015951265,5.312904196073508,3,3,2,0,55.52121899685784
IPS,6.353288136655603,57.37144906571449,8.312864265200414,5,1,5,0,61.7800930537807
Seni,3.7218687810967332,87.95581178022009,9.569741668807328,3,1,1,0,87.66441424799308
Seni,7.470767788243792,76.04672333225689,7.321843649037668,2,3,3,0,83.36214670580023
Seni,5.991396042327301,66.04732931562444,7.377810741295729,5,4,5,0,75.6139142903386
IPS,2.8001824536553204,62.83608275289602,8.44378282094403,3,1,1,0,61.61700827355654
IPS,6.712732573084748,78.94152755214408,7.17775096415528,4,3,3,0,87.16803025570474
Agama,4.1807732304046095,61.16289822157043,8.804561516634848,1,1,4,0,64.48064653438821
IPA,4.6417391473887895,81.03401372490316,10.0,1,5,4,0,83.29795857921216
Agama,2.9680626060637776,66.78472433034692,9.166365197684053,3,4,3,0,71.14419361348209
Bahasa,6.2628928253796605,89.39536192973961,6.065985472457754,1,2,2,0,92.96802718535946
Matematika,4.702269546609157,55.83053893180745,8.259196862607467,4,4,4,0,63.249825551441894
Seni,6.3475139090012185,68.0803843061065,5.998299395268044,4,2,5,0,76.31619902501454
IPA,3.898035221868861,56.215913557542365,6.668605633930613,3,3,2,0,62.55987194250067
Matematika,3.669193424259843,94.42303253938059,9.465585069007586,4,1,2,0,94.43689125303446
IPA,3.507125856804499,70.31286840722986,5.504404490194513,1,3,3,0,73.5572020850735
Agama,5.792064359085857,54.889788592525875,6.4054916162560485,3,2,5,0,60.61000985881368
